"common_name","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trimmings_tonnes","wholefish_tonnes","sciname"
"european pilchard(=sardine)","Algeria","DZA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Algeria","DZA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Belgium","BEL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Belize","BLZ","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Belize","BLZ","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"sardinellas nei","Benin","BEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Bulgaria","BGR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"madeiran sardinella","Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","China","CHN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","China","CHN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"madeiran sardinella","Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Croatia","HRV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"round sardinella","Croatia","HRV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"european pilchard(=sardine)","Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"herrings","Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"clupea"
"round sardinella","Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"madeiran sardinella","Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Denmark","DNK","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Denmark","DNK","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Egypt","EGY","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"round sardinella","France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Gambia","GMB","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Georgia","GEO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Georgia","GEO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"madeiran sardinella","Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"madeiran sardinella","Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Greece","GRC","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"round sardinella","Greece","GRC","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Guinea","GIN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"sardinellas nei","Guinea-Bissau","GNB","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Ireland","IRL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"round sardinella","Israel","ISR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Israel","ISR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Italy","ITA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"round sardinella","Italy","ITA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"european pilchard(=sardine)","Korea, Republic of","KOR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Latvia","LVA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Latvia","LVA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"round sardinella","Lebanon","LBN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"madeiran sardinella","Liberia","LBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Liberia","LBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Liberia","LBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"round sardinella","Libya","LBY","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"european pilchard(=sardine)","Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"madeiran sardinella","Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Malta","MLT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"round sardinella","Malta","MLT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Malta","MLT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Mauritania","MRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Mauritania","MRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Montenegro","MNE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"round sardinella","Montenegro","MNE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"european pilchard(=sardine)","Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"madeiran sardinella","Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Netherlands","NLD","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Netherlands","NLD","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"madeiran sardinella","Netherlands","NLD","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Netherlands","NLD","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"madeiran sardinella","Nigeria","NGA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"sardinellas nei","Nigeria","NGA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Norway","NOR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","unknown","unknown","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","unknown","unknown","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"sardinellas nei","Palestine","PSE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Poland","POL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Poland","POL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Poland","POL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Portugal","PRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Portugal","PRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"madeiran sardinella","Portugal","PRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"european pilchard(=sardine)","Russian Federation","RUS","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"round sardinella","Russian Federation","RUS","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"european pilchard(=sardine)","Saint Kitts and Nevis","KNA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Saint Kitts and Nevis","KNA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Saint Vincent/Grenadines","VCT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Saint Vincent/Grenadines","VCT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"sardinellas nei","Sao Tome and Principe","STP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"madeiran sardinella","Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Senegal","SEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"sardinellas nei","Sierra Leone","SLE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Slovenia","SVN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"madeiran sardinella","Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"round sardinella","Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"sardinellas nei","Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"sardinellas nei","Spain","ESP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"sardinellas nei","Syrian Arab Republic","SYR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"madeiran sardinella","Togo","TGO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella maderensis"
"round sardinella","Togo","TGO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella aurita"
"european pilchard(=sardine)","Tunisia","TUN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Tunisia","TUN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","Türkiye","TUR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"european pilchard(=sardine)","Ukraine","UKR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"sardinellas nei","Ukraine","UKR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardinella"
"european pilchard(=sardine)","United Kingdom","GBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",11882.4,2970.6,"sardina pilchardus"
"atlantic horse mackerel","Belgium","BEL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Belgium","BEL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Belize","BLZ","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","China","CHN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Congo","COG","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Côte d'Ivoire","CIV","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Denmark","DNK","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Denmark","DNK","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic horse mackerel","Denmark","DNK","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Denmark","DNK","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Equatorial Guinea","GNQ","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Faroe Islands","FRO","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Faroe Islands","FRO","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","France","FRA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","France","FRA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","France","FRA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Gabon","GAB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Gambia","GMB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Georgia","GEO","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Germany","DEU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Germany","DEU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic horse mackerel","Germany","DEU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Germany","DEU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Ghana","GHA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic mackerel","Greenland","GRL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Guinea","GIN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Guinea-Bissau","GNB","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic mackerel","Iceland","ISL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic horse mackerel","Ireland","IRL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Ireland","IRL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic mackerel","Isle of Man","IMN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Korea, Republic of","KOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Latvia","LVA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Liberia","LBR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic chub mackerel","Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic horse mackerel","Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Lithuania","LTU","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Mauritania","MRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Morocco","MAR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Netherlands","NLD","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic horse mackerel","Norway","NOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Norway","NOR","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","unknown","unknown","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Poland","POL","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Portugal","PRT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic horse mackerel","Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"trachurus trachurus"
"atlantic mackerel","Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic mackerel","Russian Federation","RUS","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber scombrus"
"atlantic chub mackerel","Saint Kitts and Nevis","KNA","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Saint Vincent/Grenadines","VCT","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Senegal","SEN","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
"atlantic chub mackerel","Spain","ESP","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.",11335.17,3385.83,"scomber colias"
