"common_name","sciname","source_country_iso3c","source_country_name","trim_prop","trimmings","whole_fish"
"indian oil sardine","sardinella longiceps","IND","India",0.1,"yes","yes"
"indian oil sardine","sardinella longiceps","IRN","Iran",0.5,"yes","yes"
"indian oil sardine","sardinella longiceps","THA","Thailand",1,"yes","no"
"indian perch","apogonichthys lineatus","CHN","China",0,"no","yes"
"indian spiny-headed redfish","cepola schlegelii","CHN","China",0,"no","yes"
"indo-pacific king mackerel","scomberomorus guttatus","MYS","Malaysia",1,"yes","no"
"indo-pacific sailfish","istiophorus platypterus","CRI","Costa Rica",1,"yes","no"
"isok barb","probarbus jullieni","THA","Thailand",1,"yes","no"
"japanese amberjack","seriola quinqueradiata","THA","Thailand",1,"yes","no"
"japanese anchovy","engraulis japonicus","CHN","China",0.25,"yes","yes"
"japanese anchovy","engraulis japonicus","JPN","Japan",0,"no","yes"
"japanese bonnet","phalium bisulcatum","CHN","China",0,"no","yes"
"japanese callionymus","callionymus japonicus","CHN","China",0,"no","yes"
"japanese flying squid","todarodes pacificus","KOR","South Korea",1,"yes","no"
"japanese goatfish","upeneus japonicus","CHN","China",0,"no","yes"
"japanese hairtail","trichiurus japonicus","CHN","China",0,"no","yes"
"japanese halfbeak","hyporhamphus sajori","CHN","China",0,"no","yes"
"japanese jack mackerel","trachurus japonicus","CHN","China",0,"no","yes"
"japanese jack mackerel","trachurus japonicus","IRL","Ireland",1,"yes","no"
"japanese jack mackerel","trachurus japonicus","JPN","Japan",0,"no","yes"
"japanese left-eyed flounder","japonolaeops dentatus","CHN","China",0,"no","yes"
"japanese lightfish","acropoma japonicum","CHN","China",0,"no","yes"
"japanese mantis shrimp","alpheus japonicus","CHN","China",0,"no","yes"
"japanese pufferfish","inegocia japonica","CHN","China",0,"no","yes"
"japanese sardinella","sardinella zunasi","CHN","China",0,"no","yes"
"japanese sardinella","sardinella zunasi","JPN","Japan",0,"no","yes"
"japanese sawcheek","pristigenys niphonia","CHN","China",0,"no","yes"
"japanese scad","decapterus maruadsi","CHN","China",0,"no","yes"
"japanese scad","decapterus maruadsi","THA","Thailand",1,"yes","no"
"japanese seabass","lateolabrax japonicus","CHN","China",0,"no","yes"
"japanese sillago","sillago japonica","CHN","China",0,"no","yes"
"japanese silver biddy","gerres equulus","CHN","China",0,"no","yes"
"japanese silver perch","gerres japonicus","CHN","China",0,"no","yes"
"japanese spanish mackerel","scomberomorus niphonius","CHN","China",0,"no","yes"
"japanese squillid mantis shrimp","oratosquilla oratoria","CHN","China",0,"no","yes"
"japanese stargazer","uranoscopus japonicus","CHN","China",0,"no","yes"
"japanese stone crab","charybdis japonica","CHN","China",0,"no","yes"
"japanese threadfin bream","nemipterus japonicus","IND","India",1,"yes","no"
"japanese topeshark","hemitriakis japanica","TWN","Taiwan",1,"yes","no"
"japanese whiskered sole","paraplagusia japonica","CHN","China",0,"no","yes"
"jarbua terapon","terapon jarbua","CHN","China",0,"no","yes"
"javelin goby","synechogobius hasta","CHN","China",0,"no","yes"
"john dory","zeus faber","CHN","China",0,"no","yes"
"john dory","zeus faber","FRA","France",1,"yes","no"
"jordan's teixeirichthys","teixeirichthys jordani","CHN","China",0,"no","yes"
"joyner's tongue sole","cynoglossus joyneri","CHN","China",0,"no","yes"
"jumbo flying squid","dosidicus gigas","KOR","South Korea",1,"yes","no"
"jumping rockblenny","petroscirtes mitratus","CHN","China",0,"no","yes"
"jussieu's sardine","sardinella jussieu","CHN","China",0,"no","yes"
"kammal thryssa","thrissa kammalensis","CHN","China",0,"no","yes"
"kamohara's cusk-eel","coelorinchus kamoharai","CHN","China",0,"no","yes"
"kawakawa","euthynnus affinis","THA","Thailand",1,"yes","no"
"keeled mullet","liza carinata","CHN","China",0,"no","yes"
"kitahara flounder","tanakius kitaharae","CHN","China",0,"no","yes"
"kleins ponyfish","alepes kleinii","CHN","China",0,"no","yes"
"kobi cuttlefish","sepia kobiensis hoyle","CHN","China",0,"no","yes"
"lacepede's wolf goby","odontamblyopus lacepedii","CHN","China",0,"no","yes"
"langsdorff's hoplichthys","hoplichthys langsdorfii","CHN","China",0,"no","yes"
"large yellow croaker","larimichthys crocea","CHN","China",0,"no","yes"
"largehead hairtail","trichiurus lepturus","CHN","China",0,"no","yes"
"largehead hairtail","trichiurus lepturus","ECU","Ecuador",0,"no","yes"
"largescale lizardfish","saurida brasiliensis","CHN","China",0,"no","yes"
"lateral-banded cardinalfish","ostorhinchus pleuron","CHN","China",0,"no","yes"
"lead-spotted pufferfish","takifugu alboplumbeus","CHN","China",0,"no","yes"
"leatherjacket","oligoplites saurus","VNM","Vietnam",0,"no","yes"
"lemon sole","microstomus kitt","DNK","Denmark",1,"yes","no"
"lemon sole","microstomus kitt","GBR","United Kingdom",1,"yes","no"
"lesser sand-eel","ammodytes marinus","DNK","Denmark",0,"no","yes"
"li's callionymus","callionymus rivatoni","CHN","China",0,"no","yes"
"line-tailed eel","saurenchelys fierasfer","CHN","China",0,"no","yes"
"ling","molva molva","FRA","France",1,"yes","no"
"ling","molva molva","GBR","United Kingdom",1,"yes","no"
"little tunny(=atl.black skipj)","euthynnus alletteratus","CAN","Canada",1,"yes","no"
"lizardfishes","saurida","VNM","Vietnam",0,"no","yes"
"lollyfish","holothuria atra","VNM","Vietnam",0,"no","yes"
"long-bodied barracuda","saurida elongata","CHN","China",0,"no","yes"
"long-finned myersina","myersina filifer","CHN","China",0,"no","yes"
"long-tailed mantis shrimp","miyakea nepa","CHN","China",0,"no","yes"
"longfin tilapia","oreochromis macrochir","CHN","China",1,"yes","no"
"longnose anchovy","anchoa nasus","ECU","Ecuador",0,"no","yes"
"longtail tuna","thunnus tonggol","ESP","Spain",1,"yes","no"
"longtail tuna","thunnus tonggol","IDN","Indonesia",1,"yes","no"
"longtail tuna","thunnus tonggol","IND","India",1,"yes","no"
"longtail tuna","thunnus tonggol","MYS","Malaysia",1,"yes","no"
"longtail tuna","thunnus tonggol","OMN","Oman",1,"yes","no"
"longtail tuna","thunnus tonggol","SYC","Seychelles",1,"yes","no"
"longtail tuna","thunnus tonggol","THA","Thailand",1,"yes","no"
"longtail tuna","thunnus tonggol","TWN","Taiwan",1,"yes","no"
"macclelland's cusk-eel","bregmaceros macclellandii","CHN","China",0,"no","yes"
"mackerel scad","decapterus macasellus","CHN","China",0,"no","yes"
"mackerels nei","scombridae","MYS","Malaysia",1,"yes","no"
"madeiran sardinella","sardinella maderensis","ESP","Spain",1,"yes","no"
"madeiran sardinella","sardinella maderensis","GMB","Gambia",0,"no","yes"
"madeiran sardinella","sardinella maderensis","MRT","Mauritania",0,"no","yes"
"mango tilapia","sarotherodon galilaeus","CHN","China",1,"yes","no"
"mangrove red snapper","lutjanus argentimaculatus","IND","India",0,"no","yes"
"many-bearded parachthys","parachaeturichthys polynema","CHN","China",0,"no","yes"
"marbled rockfish","sebastiscus marmoratus","CHN","China",0,"no","yes"
"marlins,sailfishes,etc. nei","istiophoridae","CRI","Costa Rica",1,"yes","no"
"megrim","lepidorhombus whiffiagonis","GBR","United Kingdom",1,"yes","no"
"megrims nei","lepidorhombus","GBR","United Kingdom",1,"yes","no"
"metapenaeus shrimps nei","metapenaeus","ESP","Spain",1,"yes","no"
"mi-iuy (brown) croaker","miichthys miiuy","CHN","China",0,"no","yes"
"midline cardinalfish","ostorhinchus kiensis","CHN","China",0,"no","yes"
"mimika bobtail squid","euprymna morsei","CHN","China",0,"no","yes"
"modest butterflyfish","chaetodon modestus","CHN","China",0,"no","yes"
"monodactylus scad","minous monodactylus","CHN","China",0,"no","yes"
"moonfish","mene maculata","CHN","China",0,"no","yes"
"moonfish","mene maculate","CHN","China",0,"no","yes"
"mottled spinefoot","siganus fuscescens","CHN","China",0,"no","yes"
"moustached thryssa","thrissa mystax","VNM","Vietnam",0,"no","yes"
"mozambique tilapia","oreochromis mossambicus","CHN","China",1,"yes","no"
"mud carp","cirrhinus molitorella","THA","Thailand",1,"yes","no"
"mystic anchovy","thryssa mystax","CHN","China",0,"no","yes"
"mystus grenadier anchovy","coilia mystus","CHN","China",0,"no","yes"
"narrow-barred spanish mackerel","scomberomorus commerson","MYS","Malaysia",1,"yes","no"
"narrow-bodied tongue sole","cynoglossus gracilis","CHN","China",0,"no","yes"
"nasus grenadier anchovy","coilia nasus","CHN","China",0,"no","yes"
"nile tilapia","oreochromis niloticus","CHN","China",1,"yes","no"
"nile tilapia","oreochromis niloticus","THA","Thailand",1,"yes","no"
"northern silver pomfret","pampus punctatissimus","CHN","China",0,"no","yes"
"norway lobster","nephrops norvegicus","GBR","United Kingdom",1,"yes","no"
"norway lobster","nephrops norvegicus","IRL","Ireland",1,"yes","no"
"norway pout","trisopterus esmarkii","DNK","Denmark",0,"no","yes"
"norway pout","trisopterus esmarkii","FRO","Faroe Islands",0,"no","yes"
"norway pout","trisopterus esmarkii","NOR","Norway",0,"no","yes"
"norway redfish","sebastes viviparus","DNK","Denmark",1,"yes","no"
"norwegian krill","meganyctiphanes norvegica","NOR","Norway",0,"no","yes"
"nystrom's eel","gnathophis nystromi","CHN","China",0,"no","yes"
"oceanic whitetip shark","carcharhinus longimanus","TWN","Taiwan",1,"yes","no"
"odorous callionymus","callioonymus olidus","CHN","China",0,"no","yes"
"offshore ponyfish","equulites rivulatus","CHN","China",0,"no","yes"
"olive goby","glossogobius olivaceus","CHN","China",0,"no","yes"
"omnivorous eel","pisodonophis boro","CHN","China",0,"no","yes"
"one-spotted snapper","jaydia carinatus","CHN","China",0,"no","yes"
"orangefin ponyfish","photopectoralis bindus","CHN","China",0,"no","yes"
"oriental flying gurnard","dactylopterus orientalis","CHN","China",0,"no","yes"
"ornate threadfin bream","nemipterus hexodon","VNM","Vietnam",0,"no","yes"
"osbeck's grenadier anchovy","coilia mystus","CHN","China",0,"no","yes"
"oval sole","solea ovata","CHN","China",0,"no","yes"
"pacific anchoveta","cetengraulis mysticetus","CAN","Canada",1,"yes","no"
"pacific anchoveta","cetengraulis mysticetus","ECU","Ecuador",0,"no","yes"
"pacific anchoveta","cetengraulis mysticetus","MEX","Mexico",0,"no","yes"
"pacific anchoveta","cetengraulis mysticetus","PAN","Panama",0,"no","yes"
"pacific bluefin tuna","thunnus orientalis","ECU","Ecuador",1,"yes","no"
"pacific bluefin tuna","thunnus orientalis","NZL","New Zealand",1,"yes","no"
"pacific bluefin tuna","thunnus orientalis","TWN","Taiwan",1,"yes","no"
"pacific bumper","chloroscombrus orqueta","CAN","Canada",1,"yes","no"
"pacific chub mackerel","scomber japonicus","CAN","Canada",1,"yes","no"
"pacific chub mackerel","scomber japonicus","CHL","Chile",0,"no","yes"
"pacific chub mackerel","scomber japonicus","CHN","China",0,"no","yes"
"pacific chub mackerel","scomber japonicus","ECU","Ecuador",0.615384615384615,"yes","yes"
"pacific chub mackerel","scomber japonicus","IRL","Ireland",1,"yes","no"
"pacific chub mackerel","scomber japonicus","JPN","Japan",0,"no","yes"
"pacific chub mackerel","scomber japonicus","MAR","Morocco",0,"no","yes"
"pacific chub mackerel","scomber japonicus","MEX","Mexico",0.15,"yes","yes"
"pacific chub mackerel","scomber japonicus","PER","Peru",0,"no","yes"
"pacific chub mackerel","scomber japonicus","THA","Thailand",1,"yes","no"
"pacific cod","gadus macrocephalus","USA","United States of America",1,"yes","no"
"pacific cod","gadus macrocephalus","VNM","Vietnam",1,"yes","no"
"pacific halibut","hippoglossus stenolepis","USA","United States of America",1,"yes","no"
"pacific harvestfish","peprilus medius","ECU","Ecuador",0.5,"yes","yes"
"pacific herring","clupea pallasii","CAN","Canada",0.5,"yes","yes"
"pacific herring","clupea pallasii","CHN","China",0,"no","yes"
"pacific herring","clupea pallasii","IRL","Ireland",1,"yes","no"
"pacific herring","clupea pallasii","JPN","Japan",0,"no","yes"
"pacific herring","clupea pallasii","USA","United States",0,"no","yes"
"pacific jack mackerel","trachurus symmetricus","MEX","Mexico",0.25,"yes","yes"
"pacific long-arm shrimp","palaemon pacificus","CHN","China",0,"no","yes"
"pacific rudderfish","psenopsis anomala","CHN","China",0,"no","yes"
"pacific sandlance","ammodytes personatus","CHN","China",0,"no","yes"
"pacific thread herring","opisthonema libertate","ECU","Ecuador",1,"yes","no"
"pacific thread herring","opisthonema libertate","MEX","Mexico",0,"no","yes"
"pacific thread herring","opisthonema libertate","PAN","Panama",0,"no","yes"
"palaemon shrimps nei","palaemon","ESP","Spain",1,"yes","no"
"palaemonid shrimps nei","palaemonidae","ESP","Spain",1,"yes","no"
"pandalid shrimps nei","pandalidae","ESP","Spain",1,"yes","no"
"pangas catfishes nei","pangasius","THA","Thailand",1,"yes","no"
"pangas catfishes nei","pangasius","VNM","Vietnam",1,"yes","no"
"papua goby","oxyurichthys papuensis","CHN","China",0,"no","yes"
"patagonian squid","doryteuthis gahi","KOR","South Korea",1,"yes","no"
"patterned tridentiger","tridentiger trigonocephalus","CHN","China",0,"no","yes"
"penaeid shrimps nei","penaeidae","CRI","Costa Rica",1,"yes","no"
"penaeid shrimps nei","penaeidae","ESP","Spain",1,"yes","no"
"penaeid shrimps nei","penaeidae","VNM","Vietnam",0,"no","yes"
"penaeus shrimps nei","penaeus","CRI","Costa Rica",1,"yes","no"
"penaeus shrimps nei","penaeus","ESP","Spain",1,"yes","no"
"penaeus shrimps nei","penaeus","VNM","Vietnam",0,"no","yes"
"penguin wing oyster","pteria martensii","VNM","Vietnam",0,"no","yes"
"peruvian moonfish","selene peruviana","CAN","Canada",1,"yes","no"
"philippine catfish","clarias batrachus","THA","Thailand",1,"yes","no"
"pickhandle barracuda","sphyraena jello","VNM","Vietnam",0,"no","yes"
"pink glass shrimp","pasiphaea multidentata","ESP","Spain",1,"yes","no"
"pink(=humpback) salmon","oncorhynchus gorbuscha","CAN","Canada",1,"yes","no"
"pink(=humpback) salmon","oncorhynchus gorbuscha","THA","Thailand",1,"yes","no"
"pink(=humpback) salmon","oncorhynchus gorbuscha","USA","United States of America",1,"yes","no"
"pinkgray goby","amblychaeturichthys hexanema","CHN","China",0,"no","yes"
"pollack","pollachius pollachius","FRA","France",1,"yes","no"
"pollack","pollachius pollachius","GBR","United Kingdom",1,"yes","no"
"ponyfishes(=slipmouths)","leiognathus","VNM","Vietnam",0,"no","yes"
"portunus swimcrabs nei","portunus","VNM","Vietnam",0,"no","yes"
"pott's erisphex","erisphex pottii","CHN","China",0,"no","yes"
"pouting(=bib)","trisopterus luscus","FRA","France",1,"yes","no"
"pugnose ponyfish","deveximentum insidiator","IND","India",0,"no","yes"
"punctate tongue sole","cynoglossus puncticeps","CHN","China",0,"no","yes"
"purple-spotted bigeye","priacanthus tayenus","IND","India",0,"no","yes"
"rainbow sardine","dussumieria acuta","IDN","Indonesia",0.5,"yes","yes"
"rainbow trout","oncorhynchus mykiss","CAN","Canada",1,"yes","no"
"rainbow trout","oncorhynchus mykiss","CHL","Chile",1,"yes","no"
"rainbow trout","oncorhynchus mykiss","DNK","Denmark",1,"yes","no"
"rainbow trout","oncorhynchus mykiss","ESP","Spain",1,"yes","no"
"rainbow trout","oncorhynchus mykiss","FRA","France",1,"yes","no"
"rainbow trout","oncorhynchus mykiss","GBR","United Kingdom",1,"yes","no"
"rainbow trout","oncorhynchus mykiss","NOR","Norway",1,"yes","no"
"rainbow trout","oncorhynchus mykiss","PRT","Portugal",1,"yes","no"
"rainbow trout","oncorhynchus mykiss","THA","Thailand",1,"yes","no"
"red bigeye","priacanthus macracanthus","VNM","Vietnam",0,"no","yes"
"red eelgoby","caragobius rubristriatus","CHN","China",0,"no","yes"
"red gurnard","chelidonichthys cuculus","GBR","United Kingdom",1,"yes","no"
"red hake","urophycis chuss","USA","United States of America",1,"yes","no"
"red lionfish","pterois volitans","CHN","China",0,"no","yes"
"red seabream","evynnis cardinalis","CHN","China",0,"no","yes"
"red-eye round herring","etrumeus sadina","MEX","Mexico",0,"no","yes"
"red-finned scorpaenopsis","paracentropogon rubripinnis","CHN","China",0,"no","yes"
"red-nosed anchovy","thryssa kammalensis","CHN","China",0,"no","yes"
"red-tailed mojarra","gerres erythrourus","CHN","China",0,"no","yes"
"redbelly tilapia","coptodon zillii","CHN","China",1,"yes","no"
"redbelly yellowtail fusilier","caesio cuning","IND","India",0,"no","yes"
"redbreast tilapia","coptodon rendalli","CHN","China",1,"yes","no"
"reticulate moray","gymnothorax reticularis","CHN","China",0,"no","yes"
"robust tonguefish","cynoglossus robustus","CHN","China",0,"no","yes"
"rough scad","aploactis aspera","CHN","China",0,"no","yes"
"rough-snouted seahorse","trachyrhamphus serratus","CHN","China",0,"no","yes"
"round sardinella","sardinella aurita","CHN","China",0,"no","yes"
"round sardinella","sardinella aurita","ESP","Spain",1,"yes","no"
"round sardinella","sardinella aurita","GMB","Gambia",0,"no","yes"
"round sardinella","sardinella aurita","MAR","Morocco",0.75,"yes","yes"
"rubrizonatus anthias","pseudanthias rubrizonatus","CHN","China",0,"no","yes"
"ruconius scad","secutor ruconius","CHN","China",0,"no","yes"
"russell’s dendrophysa","dendrophysa russelii","CHN","China",0,"no","yes"
"sabaki tilapia","oreochromis spilurus","CHN","China",1,"yes","no"
"saithe(=pollock)","pollachius virens","DNK","Denmark",1,"yes","no"
"saithe(=pollock)","pollachius virens","FRA","France",0.666666666666667,"yes","yes"
"saithe(=pollock)","pollachius virens","GBR","United Kingdom",1,"yes","no"
"saithe(=pollock)","pollachius virens","NOR","Norway",1,"yes","no"
"saithe(=pollock)","pollachius virens","USA","United States of America",1,"yes","no"
"sand crab","ovalipes punctatus","CHN","China",0,"no","yes"
"sandeels(=sandlances) nei","ammodytes","DNK","Denmark",0,"no","yes"
"sandeels(=sandlances) nei","ammodytes","FRO","Faroe Islands",0,"no","yes"
"sandeels(=sandlances) nei","ammodytes","NOR","Norway",0,"no","yes"
"sardine","clupea leiogaster","VNM","Vietnam",0,"no","yes"
"sardinellas nei","sardinella","ESP","Spain",1,"yes","no"
"sardinellas nei","sardinella","GMB","Gambia",0,"no","yes"
"sardinellas nei","sardinella","MRT","Mauritania",1,"yes","no"
"sardinellas nei","sardinella","THA","Thailand",0,"no","yes"
"savalai hairtail","lepturacanthus savala","CHN","China",0,"no","yes"
"sawspine mudskipper","butis koilomatodon","CHN","China",0,"no","yes"
"scad","grammoplites scaber","CHN","China",0,"no","yes"
"scads nei","decapterus","VNM","Vietnam",0,"no","yes"
"scaly hairfin anchovy","setipinna taty","CHN","China",0,"no","yes"
"scarlet shrimp","aristaeopsis edwardsiana","ESP","Spain",1,"yes","no"
"schlegel’s rockfish","sebastes schlegeli","CHN","China",0,"no","yes"
"scomber mackerels nei","scomber","VNM","Vietnam",0,"no","yes"
"scorpaenopsis cirrosa","scorpaenopsis cirrosa","CHN","China",0,"no","yes"
"sea catfish","arius arius","CHN","China",0,"no","yes"
"sea catfish (marine catfish)","arius thalassinus","CHN","China",0,"no","yes"
"sea catfishes nei","ariidae","IND","India",0,"no","yes"
"sea trout","salmo trutta","ESP","Spain",1,"yes","no"
"semi-lined cardinalfish","ostorhinchus semilineatus","CHN","China",0,"no","yes"
"sevenstar flying squid","martialia hyadesi","KOR","South Korea",1,"yes","no"
"shamefaced crab","calappa granulata","VNM","Vietnam",0,"no","yes"
"sharks, rays, skates, etc. nei","elasmobranchii","TWN","Taiwan",1,"yes","no"
"sharp-nosed eel","ophichthus apicalis","CHN","China",0,"no","yes"
"sheep's tongue flatfish","arnoglossus tenuis","CHN","China",0,"no","yes"
"shiba shrimp","metapenaeus joyneri","CHN","China",0,"no","yes"
"short mackerel","rastrelliger brachysoma","VNM","Vietnam",0,"no","yes"
"short-nosed scad","leiognathus brevirostris","CHN","China",0,"no","yes"
"short-spined mantis shrimp","alpheus brevicristatus","CHN","China",0,"no","yes"
"shortfin scad","decapterus macrosoma","ECU","Ecuador",0,"no","yes"
"shortheaded tonguesole","cynoglossus kopsii","CHN","China",0,"no","yes"
"shortjaw leatherjacket","oligoplites refulgens","MEX","Mexico",0,"no","yes"
"shortnose ponyfish","leiognathus brevirostris","CHN","China",0,"no","yes"
"shoulder spot lizardfish","synodus hoshinonis","CHN","China",0,"no","yes"
"shrimp scad","alepes djedaba","CHN","China",0,"no","yes"
"silk-fingered psettina","psettina filimanus","CHN","China",0,"no","yes"
"silkfin goby","callionymus virgis","CHN","China",0,"no","yes"
"silky shark","carcharhinus falciformis","TWN","Taiwan",1,"yes","no"
"silver croaker","pennahia argentata","CHN","China",0,"no","yes"
"silver jewfish","argyrosomus argentatus","CHN","China",0,"no","yes"
"silver pomfret","pampus argenteus","CHN","China",0,"no","yes"
"silver sillago","sillago sihama","CHN","China",0,"no","yes"
"silvery pout","gadiculus thori","NOR","Norway",1,"yes","no"
"single-spined heniochus","heniochus chrysostomus","CHN","China",0,"no","yes"
"six-banded parapercis","parapercis sexfasciata","CHN","China",0,"no","yes"
"six-threaded goby","amblychaeturichthys hexanema","CHN","China",0,"no","yes"
"sixfinger threadfin","polydactylus sexfilis","CHN","China",0,"no","yes"
"skinnycheek lanternfish","benthosema pterotum","CHN","China",0,"no","yes"
"skipjack tuna","katsuwonus pelamis","CAN","Canada",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","CRI","Costa Rica",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","ECU","Ecuador",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","ESP","Spain",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","GBR","United Kingdom",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","IDN","Indonesia",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","IND","India",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","MEX","Mexico",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","MUS","Mauritius",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","MYS","Malaysia",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","NZL","New Zealand",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","OMN","Oman",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","PHL","Philippines",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","PNG","Papua New Guinea",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","POL","Poland",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","SLV","ElSalvador",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","SYC","Seychelles",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","THA","Thailand",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","TUN","Tunisia",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","TWN","Taiwan",1,"yes","no"
"skipjack tuna","katsuwonus pelamis","VNM","Vietnam",1,"yes","no"
"slender lizardfish","saurida elongata","CHN","China",0,"no","yes"
"slender lizardfish","saurida elongate","CHN","China",0,"no","yes"
"slender long-arm shrimp","palaemon tenuidactylus","CHN","China",0,"no","yes"
"slender silver-biddy","gerres oblongus","CHN","China",0,"no","yes"
"slender tuna","allothunnus fallai","GBR","United Kingdom",1,"yes","no"
"slender tuna","allothunnus fallai","NZL","New Zealand",1,"yes","no"
"small-spotted catshark","scyliorhinus canicula","GBR","United Kingdom",1,"yes","no"
"smallhead hairtail","eupleurogrammus muticus","CHN","China",0,"no","yes"
"smooth erisphex","erisphex simplex","CHN","China",0,"no","yes"
"snappers, jobfishes nei","lutjanidae","CRI","Costa Rica",1,"yes","no"
"sockeye(=red) salmon","oncorhynchus nerka","CAN","Canada",1,"yes","no"
"sockeye(=red) salmon","oncorhynchus nerka","CHL","Chile",1,"yes","no"
"sockeye(=red) salmon","oncorhynchus nerka","THA","Thailand",1,"yes","no"
"sockeye(=red) salmon","oncorhynchus nerka","USA","United States of America",1,"yes","no"
"south american pilchard","sardinops sagax","IDN","Indonesia",0.5,"yes","yes"
"south american pilchard","sardinops sagax","MEX","Mexico",0,"no","yes"
"south american pilchard","sardinops sagax","THA","Thailand",1,"yes","no"
"south american pilchard","sardinops sagax","USA","United States",0,"no","yes"
"south american pilchard","sardinops sagax","WSM","Samoa",1,"yes","no"
"south american pilchard","sardinops sagax","ZAF","South Africa",0.75,"yes","yes"
"south pacific hake","merluccius gayi","ECU","Ecuador",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","ESP","Spain",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","GBR","United Kingdom",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","IDN","Indonesia",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","NZL","New Zealand",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","SYC","Seychelles",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","THA","Thailand",1,"yes","no"
"southern bluefin tuna","thunnus maccoyii","TWN","Taiwan",1,"yes","no"
"southern pink shrimp","farfantepenaeus notialis","ESP","Spain",1,"yes","no"
"spear dragonet","callionymus huguenini","CHN","China",0,"no","yes"
"spear-tailed goby","acanthogobius hasta","CHN","China",0,"no","yes"
"spine-backed shrimp","lophosquilla costata","CHN","China",0,"no","yes"
"spine-tailed white shrimp","exopalaemon carinicouda","CHN","China",0,"no","yes"
"spinefeet(=rabbitfishes) nei","siganus","VNM","Vietnam",0,"no","yes"
"spiny armored gurnard","chelidonichthys spinosus","CHN","China",0,"no","yes"
"spiny pufferfish","rogadius asper","CHN","China",0,"no","yes"
"spiny-headed meitong","collichthys lucidus","CHN","China",0,"no","yes"
"spinyhead croaker","collichthys lucidus","CHN","China",0,"no","yes"
"splendid ponyfish","eubleekeria splendens","IND","India",0,"no","yes"
"spotfin cardinalfish","apogonichthys carinatus","CHN","China",0,"no","yes"
"spotted rose snapper","lutjanus guttatus","CRI","Costa Rica",1,"yes","no"
"spotted sardinella","amblygaster sirm","IDN","Indonesia",0.5,"yes","yes"
"spotted spiny goby","synechogobius ommaturus","CHN","China",0,"no","yes"
"spotted velvetfish","erisphex pottii","CHN","China",0,"no","yes"
"starry pufferfish","takifugu niphobles","CHN","China",0,"no","yes"
"stigmatias goby","chaeturichthys stigmatias","CHN","China",0,"no","yes"
"stingrays nei","dasyatis","VNM","Vietnam",0,"no","yes"
"stolephorus anchovies nei","stolephorus","IND","India",0,"no","yes"
"stolephorus anchovies nei","stolephorus","VNM","Vietnam",0,"no","yes"
"strange double-line callionymus","diplogrammus xenicus","CHN","China",0,"no","yes"
"striated frogfish","antennarius striatus","CHN","China",0,"no","yes"
"striped beakperch","oplegnathus fascistus","CHN","China",0,"no","yes"
"striped catfish","pangasianodon hypophthalmus","IND","India",0,"no","yes"
"striped eel catfish","plotosus lineatus","CHN","China",0,"no","yes"
"striped frogfish","antennarius striatus","CHN","China",0,"no","yes"
"striped marlin","kajikia audax","CRI","Costa Rica",1,"yes","no"
"striped pufferfish","takifugu oblongus","CHN","China",0,"no","yes"
"striped red shrimp","aristeus varidens","ESP","Spain",1,"yes","no"
"striped scad","equulites lineolatus","CHN","China",0,"no","yes"
"striped soldier shrimp","plesionika edwardsii","ESP","Spain",1,"yes","no"
"striped-tail shrimp","anchisquilla fasciata","CHN","China",0,"no","yes"
"strongspine silver-biddy","gerres longirostris","CHN","China",0,"no","yes"
"sulphur goatfish","upeneus sulphureus","CHN","China",0,"no","yes"
"sulphur goatfish","upeneus sulphureus","VNM","Vietnam",0,"no","yes"
"surmullet","mullus surmuletus","FRA","France",1,"yes","no"
"swordfish","xiphias gladius","CRI","Costa Rica",1,"yes","no"
"swordtip squid","loligo edulis","CHN","China",0,"no","yes"
"taiwan callionymus*","johnius sp.","CHN","China",0,"no","yes"
"thornback ray","raja clavata","GBR","United Kingdom",1,"yes","no"
"threadfin silver biddy","gerres filamentosus","CHN","China",0,"no","yes"
"threadsail filefish","stephanolepis cirrhifer","CHN","China",0,"no","yes"
"three spotted tilapia","oreochromis andersonii","CHN","China",1,"yes","no"
